,text,cluster
82,"the topic of advertising in the tv  is difficult children shouldnâ´t watch tv often in that age thatâ´s clearly for the concerns itâ´s very lucrative to do advertising to young people because they watch it they want it and they go to their parents to talk with them if the children are allowed to get it but itâ´s the wrong way to use young children to make profit maybe it isnâ´t wrong to start in a young age with that things so the children may know what will happend in an older age everyone is controlled by the media at all in the digitalized like tv or radio and in the undigitalized way like newspaper
finally ",8
83,television advertising is often directed to certain groups of people one of them are children who are between two and five years old there are some people who say that this kind of advertising should not be allowed in the following ,8
84," and even small children watch television so it may occure the question whether tv advertising  aged  shoud or should not be allowed 

first you should allow this kind of avertising because it helps the parents to buy things which fit with the specific wishes of their children so the little child can watch tv and ",8
85," good that television advertising  aged  years and if it should not be allowed in the following part i will explain and answer these questions
firstly children get influence by television and specially young children who arent educated or who start to learn are a part of these children aged  years start to speak and to create their own personality 
so that there are ",8
86,concerning the question whether there should be television advertisement s young children ,8
87," discuss the question if television advertising s young children should be allowed or not 
the ",8
88,"especially young children are getting easily influenced by television nowdays advertising is a normal part of the television
the question is if this advertising should be forbidden because of the influence that it could take on young children

a lot of children may not be even able to understand advertising in normal television ",8
89, with the statement that television advertising  aged  should not be allowed television is a too important factor of the life of a young children these are a too important education source for them there are more positiv follows for young children who watch tv than negative ones,8
90, they would want to have the item no matter what and the parents have to deal with the crying children if they cant afford a new toy for them thats why televison advertisement thats  causes trouble on the other ,9
91, do not have enough money left for other things if they would not buy the toy the child would be very sad or angry about his parents and probably ,9
92," many children its too difficult to learn that parents often dont allow them to be outside until 9pm or like in this discussion buying some playing stuff from the advertisements for them they must accept that they cannot have everything and if they werent confronted by advertisements and the no of their parents they never learn it 
another important thing is the knowledge of the children they actually never get to know different toys like barbie lego or even playmobil probably the parents dont go to a toy shop with their kids very often ",9
93, they want to some parents will maybe buy the toys and ,9
94," want to have for christmas and if they parents dont look up details about that item and just trust their child because it makes it happy the child might end up with a broken toy which will make them even more sad

by far the best ",9
95, ask their parent to buy it but a lot of parents cannot spend as much money at toys ,9
96," they will want to have the advertised item this will be expensive for the parents or the child and the parents are going to fight over it
an ",9
97,"kids in this age canâ´t buy everything what they see on the tv but they want to have it and talk to their parents and they will buy it 
also ",9
98, to make is that no matter what the child wants no matter how sad it will get everything is always up to the parents if they decide not to buy something their kid will just forget about it ,9
99, toys or games are doing much television advertising  children are easy to manipulate and if they want something really bad they often get it because their parents can not stand their cute child so the companies make much money with these advertising ,9
100," that parents have to told their children that it isnâ´t everything real what they see on tv
 but ",10
101, that children in the age of  are too young to understand that they are manipulated by the commercials they will believe everything they are told and by that are easy to manipulate ,10
102, that children who sit the whole day in front of a television will not educate as good as the ones who go out and learn from their parents and from their activities the other children will not learn how to get friends and to communicate with different people they will ,10
103, that the medium of television allows creators to manipulate children into thinking a toy has way more abilities ,10
104, that children should grow up without all the influence and should do other stuff ,10
105," 
and every child has to learn that not everything what is said in the tv is good and that they can not get anything what they want this is a really important process in the life of a child and the understanding is easier ",10
106, that children who are at the age of  shouldnâ´t be allowed to watch tv because itâ´s not good for their eyes itâ´s better for them to play in the kindergarten or to play with their mum there are some little things that could make them happy for axample spending time with their mum ,10
107," that the television advertising would influence them indirect in their growing up
on the other ",10
108, that there are lots of educating movies and series which help the children to live or preparing their life they can learn about the right and the wrong what is easier to understand ,10
109, that the channels should not be too influenced by that and that the always have to keep an eye on their children to prevent them from seeing something bad,10
110, playing with this toy but ,11
111, play with it for a ,11
112, the weather is bad an you donâ´t can go outside you musst play with your  playtoies and ,11
113, the weather is goog and you go outside but ,11
114, lay in a cupboard and be forgotten after a ,11
115, playing with their friends in ,11
116, small that they arent able to reconize the ,11
117," i see all these fivegraders with a cellphone bigger than their heads im happy my parents forced me to play outside 
back to the question  ",11
118, youre a young kid the ,11
119," they could go to the playgroung
in the end ",11
120, we are young children who are aged  are in a period of life where they learn a lot of things which they need for their ,12
121," is that a children with young age often has to be alone because the parents have to work the whole day or must have to do something where a little children is not usefull than they could watch tv with the result that their fixed on the television also if a children watch important politically soaps earlier it grows up with a better knowledge of the important things of life but it does not make sense that a young aged children is able to get important information 

a young children with the age of  has to learn the calours or how to differences animals with other animals ",12
122," text 

first of all it is wellknown that little children are heavily influenced by their surroundings ",12
123, children are learning very much in this part of life ,12
124," they begin the time in the kindergarden now its important to concentrate to get a correct circle of people 
in this chapter of their life they normally have to play outside with friends and dont have to sit in their room and watch tv its bad that they maybe see things they souldnt have to see maybe some scenes of terror or something like thatthey dont understand it and they get fear itâ´s important ",12
125," can change your opinion about some topics and meanings which you have
young children are very influenced by everythingwhich they see and hear ",12
126, time of the life of a children because they learn ,12
127, much about the life and deleope in a fast time the developement of a child in this age is ,12
128, if young children are confronted with ,12
129," and not in the houswhen a young child often befor the tv sithe donâ´t  can do frendchips  with other children  in his older 
the sozial aspekt is in this  moment very importent because ",12
130, with the statement that television advertising  aged  should not be allowed television is a too important factor of the life of a young children these are a too important education source for them there are more positiv follows for young children who watch tv than negative ones,13
131, for this statement is that the children should not sit in front of the television all the time they should go and play outside on a playground whit ther parents or ther friends so if they like the advertising to much they could forget playing outside and ,13
132," that television advertising toward young children should not be forbidden but the parents might know that they have to control the tv activity of their children








































































































































































































































































































































































",13
133, with that statement because the television advertising is not good for a well education of the children and the relation to family,13
134, with this statement because it is not bad if little child seeing television advertising in this age but they should not watch it ,13
135, that the television advertising which is  could lead to a higher television consume at a younger age because the young children are willing to watch the advertising which is meant ,13
136,"essay

in our technical world the television in a big part of our life espacilly younger children get influenced a lot by these media so is it a good idea to confront this young children already in this age with television advertising

as in verios studies proven young children get more influenced by any kind of adverting than young adults or older people these young children are very naive and ",13
137," write a discussion about the statement if television advertising s young children aged  should not be allowed

on the one ",13
138, with the following statement that television advertising dircted toward young children should not be allowed in my oppininon television in gerneral is not good for kids betwen the age  watching television in that young age could not be good for them they can do better things in that age like playing games outside on the other ,13
139," that it is important for young children watching television but it is important what they watch and how long because they need conversation with other persons and activitys  
 ",13
140, important to think about the ,14
141, with this statement because off some understandabel reasons and examples the ,14
142," discuss this statement

on the one ",14
143," present my opinion on this topic

in my opionion there are two ",14
144," itâ´s difficult to handle with this topic

a ",14
145, for and against the statement manchend at the begiining,14
146, talk abbout the pros of this statement when the children see ,14
147, be taken into consideration from their ,14
148," others dont mind them in the following the statement will be evaluated

on the one ",14
149, everybody have to think about that statement on his own to have an own opinion about it i can not make a ,14
