,text,cluster
39," the children play with other children 
an arguement could be that the television shows pograms which arent good for young children also the pograms are for older children aged seven many pograms arent real but the children watch them and think they want do the same so the television isnt real many pograms could be dangerous for young children ",4
40," they dreams bad and thats not good for their little life 
much peeple say that television is good for their future and its is the real life b ut it isnt it the shows are played of actors who leatn their text and ",4
41," play it for the camera and the pproducer so it isnt the real life 
the children can learn of watching tv that isnt right because the children learn more in playing with toys beside they learn the rules of their parents and they know in which their are allowed to something and what it isnt allowed to do 
so the children shouldnt watch television because they are things which are better than that also the independence of watching television is tall ",4
42," they are older they want watching tv all the time then they dont meet friends or do a hobby
the age of  is ",29
43, time of the life of a children because they learn ,21
44, much about the life and deleope in a fast time the developement of a child in this age is ,37
45, for and against the prohibition of television advertising  younger children which ,7
46," text 

first of all it is wellknown that little children are heavily influenced by their surroundings ",30
47, that they can get manipulated easily ,13
48, this can be used effectively by television advertisements which portray them a false picture of reality causing children to ask their parents for things they dont actually need this is often the case with toys that are shown to be really fun in advertisements ,44
49," in reality they often are quite lame
additionally children cant even realize ",49
50, they are getting baited by a company ,40
51," that it is up to the parents to explain why a particular product is not as good as portraied in the tv which most of the time cant be understood by children which might lead to some sort of unhappiness

nevertheless one can argue if this is reason enough to prohibit advertisements  ",7
52, it would be pretty hard to establish nowadays it is common that even little children spend some time in front of the tv and ,4
53, there has to be some sort of advertising between two shows that are made for children it wouldnt be too clever to put something in there that isnt  children ,8
54,"
furthermore there are some advertisements that might have a positive ",18
55, if an ad promotes physical activity like going outside and playing with friends ,19
56," this is quite rarely the case

eventually ",40
57," that it really depends on what sort of advertisement it is and what product is getting advertised as for the previous example with toys if a false picture of the toy is portraied to bait consumers into buying that is obviously not the right way to do it
however an absolute prohibition is ",6
58, nearly impossible to to happen because tv companies have to earn their money and companies that produce shows for children are no exception but as just mentioned its the quality of the advertisement that really matters ,24
59, wanting to prohibit them all one should ,38
60," ask for more appropriate ads that dont damage young children in any way
",19
61,"the following essay deals with the question wether telivision advertising  aged  should be allowed 
for children the ages  are ",7
62," year of development they learn speaking and walking and a lot of other important things

the young children should play outside or do other stuff than sitting in fornt of a television and watch some strange series later in life theyll watch a lot of tv and in childhood they shouldnt spend their time with this
if they watch series ",37
63, the krã¼melmoster they may have the same ideas as the actors and do things they arent allowed or get hurt ,13
64," doing this
the development in this young age is very importent one cant really tell them what to do ore not they will experience this themselves but without watching tv they will meet some friends and are outside in the natur they create other ideas without the influence of television they get social contacts which they cant make if they only spend their time infront of the tv
for example i got to know my best friend with the age of 1 because our mothers are friends and we only spend out time outside and played with the dogs or by bad weather we built thing and played memories we werent allowed to watch television and later the only thing we watched was the sandman this only goes ten minutes and was nearly ",4
65," our bedtime
the age of  is the time for children in the kindergarden and there they learn how to behave with other kids ",36
66," its important not to destroy this at home
in my oppinion television advertising shouldnt be allowed",18
67,"television advertising  should not be allowed 
with this statement the following text is occupied iâ´m going to compare ",7
68," 

an arguement why children should not be allowed to use television with the age of  is that they are to young to understand a lot of things which are told there parents should make sure that their children grows up with things which are important fot theier future for example children with the age of  should reed some books or play games like football also they could draw some pictures or learn how to spell theier names if children with young age only watch tv they will do this ",4
69," is that a children with young age often has to be alone because the parents have to work the whole day or must have to do something where a little children is not usefull than they could watch tv with the result that their fixed on the television also if a children watch important politically soaps earlier it grows up with a better knowledge of the important things of life but it does not make sense that a young aged children is able to get important information 

a young children with the age of  has to learn the calours or how to differences animals with other animals ",37
70, it is better to show them books with a lot of picures than to let them whatch tv young children should ,4
71," play outside with friends because they have to learn the difference of the real world and the world that is showed by the medias

as a result ",41
72, with the statement because there are a lot of ,33
73, there are a lot of more things children with young age could do much better than watch television in my opinion children who look at pictures or learn the colours with young age have a lot of knwoledge more than children watching tv ,4
74,television advertising is often directed to certain groups of people one of them are children who are between two and five years old there are some people who say that this kind of advertising should not be allowed in the following ,35
75," present my opinion on this topic

in my opionion there are two ",33
76, to this statement i can ,33
77, with the people who are saying that this kind of advertising should be forbidden children who are that young dont know how to compromise it the ads are making everything more colorful and brighter and they do not necessarily show reality the children really want to have the product and might annoy their parents until they buy it its ,17
78, not fair of the marketing people they use young children who might never had contact to any kind of media ,24
79," just to make money they know exactly what the children want and they use this knowledge just to make themselves richer 

but ",27
80, there are some reasons why i ,33
81, with this statement even if the child really wants the product that was advertised on tv the decisions if its bought or not will be made by the parents the child cant just buy things on its own the role of the parents is another reason why ,44
82, commercials should be allowed the parents can decide ,3
83, and how often children watch tv and it is their decision if they want a two year old boy or girl to watch tv the other reason why it should be allowed is one simple thing you cant hide advertising sooner or later the kids will be confronted with ads and it could be good to let them know early enough that it is out there when they become older they will know better how to handle advertisment children will know that they cant have everything they want and that not everything is like it is in tv the things shown in the commercials arent reality but it is the reality that commercials are out there in real life and if tv advertisment towards children isnt allowed commercials in magazines on the radio and ,35
84, on the internet shouldnt be allowed ,38
85, children get a phone earlier every generation and with that they have the connection to everything that is out there and the internet is even harder to control than tv one decision must lead to other decisions ,22
86,"

allinall i say that i ",33
87, with the ststement television advertising  younger children should not be allowed the parents have the chance to decide what the child does and what is bought ,35
88, and children will  be confronted with commercials anyway it is not just on tv,24
89,should advertising toward young children be allowed in this essay ,20
90," of this topic and comment on it

of course it is interesting for a little girl to watch tv and see a doll in the advertising that wants to play with her but what if the mother of the girl is ",43
91, poor she works everyday to be able to buy food and has no money ,34
92, doll the girls wants the doll ,43
93, bad that the mother doesnt know how to react the doll can even talk and dance but ,26
94," expensive now imagine the girl never saw this advertising she wouldnt talk about this doll and her mother wouldnt be in despair  

in my opinion advertising toward young children shoulnt be allowed children dont earn money and cant buy things on their own many children spend too much time on watching tv people go working and people have families sometimes it is hard to connect working and having a family exspecially if a mother thinks that she cant make her daughter happy because of not buying a doll she saw ",44
95,"the following text discusses the statement if television advertising  in the age of  should be allowed or not

imagine young children sitting infront of the television if those young children see advertising for the necessary or the right stuff it might be usefull that they watch this advertising although they are  the children the ads can be usefull for the parents 
but ",7
96, they are just kids and ,14
97, they would be totally influenced by this even adults are influenced by advertising because it sticks to your mind and you cant influence which advertising you watch so young children who arent grown up at all would be victims of those advertisings furthermore if the parents dont control their kids they watch many of those ads ,6
98," the children have a complete wrong view of the reality because they think thst those ads show the reality 

in my opinion i would forbit those ads because ",17
99, that children should grow up without all the influence and should do other stuff ,42
100, watching the tv so i as a mother would not want that my kid watches all the ads which show my kid a different way of the reality  ,4
101,"did young children bacame addicted to modern technic 
in the following text ",37
102," discuss the question and will give my own opinion about the statement wether television should be allowed  or not 

i recognised that many children grow up  different ",4
103, i bacame older some of them does not know the old classics like playing outside i build my one garden or games which have to do with fantasy and your own imagination they replace their imagionation with a cartoon ,23
104, it is important that you as a parent support the devolpment of your child many young children are not really recognised by their parents instead of spending their time with them they make their life easier and put them infront of a television i know that it is not easy to raise up a child but you decided wether you can handle the stress and work or not you know that a child will bring up problems andverantwortung   it is not bad for the child if it watchs tv a few times a week but it has to be controlled the time and easpacially what kind of tv they are watching otherwise ,4
105," it is not possible to forbid television for children under five years because each parents have their own way to let their kid grow it does not mean that television makes you child uncreative or stupid but showing your child how to handle all these unreal and given impressions is important for his her following development 

finally i can say that ",4
106, with the given statement bacause if you forbit something it bacomes more interesting you have to know how to handle the modern development of technic in our world and not to allow something is not the right way prepare your children right for the modern world,42
107,"in the following text i will discuss if television advertising aged  should not be allowed
general television advertising influence ",7
108, young peoplebecause the advertise is always shown in a perfect way without faults because they want that everybody will buy the product,44
109, they will earn a lot of moneywhen young people see something very special for them on the television they tell their parents that they want it but they only want it because it was shown ,24
110," perfect and not because they tried it at the most time the products are very expensive and the parents do not want it to buy for the children
but i ",9
111, think that children with two years do not recognize the advertise ,20
112, well than children with five years the two years old children will not react like five years old children maybe they will strike or something like thatif they do not get that product but the two years old children will forget it and maybe their parents will buy another toyproduct which is better and cheaper and the child will ,9
113, that the statement television advertising  aged  should not be allowed is right in a way but i think that children until three years do not have the knowledge about that stuff ,7
114, thatâ´s why i think young children until three can see television advertising but for older young children until six or seven ,24
115, they come to schoolit schould not be allowed because they have the knowledge and can discuss withe their parents about it ,42
116,many people dont like advertisements for young children ,20
117," for children 

first television is not good for young children and many of these young children arent even allowed to watch tv 

and if they are allowed to  for  example half an hour the parents and the children too doesnt want to have different advertisements in tv the parents because they think its not good for the child it may want something it doesnt need and the child just wants to watch its series on tv advertisements would only steal them their expensive and very short time 
theres ",24
118, against advertisements towards young children imagine youre a children at age  would you be interestet in buying stuff to play with yes ,20
119," you would be so you ask your parents to buy these toys for you and as actually everytime you ask they say no this is sad and depressing isnt ist so some companies may save the children from being sad and do the advertisements towards the parents maybe with some deeper information for them

but there are ",17
120, some reasons for advertisements towars young children for ,20
121," many children its too difficult to learn that parents often dont allow them to be outside until 9pm or like in this discussion buying some playing stuff from the advertisements for them they must accept that they cannot have everything and if they werent confronted by advertisements and the no of their parents they never learn it 
another important thing is the knowledge of the children they actually never get to know different toys like barbie lego or even playmobil probably the parents dont go to a toy shop with their kids very often ",9
122," an advertisement is a good way to get to know some playing stuff and some of these different toys will show them tecnical and motorical skills 

so ",25
123, advertisements for young children are a good thing to get them learn to hear a no and to let their skills grow the only important ,20
124, is the behaviour of the parents toward the children they are supposed to look for their children to not let them too often watch tv and espacially not too long  it would be bad for the child buying some ,4
125, not everything they want toys for the children and let them play with them or reading a book with them are much better opportunities ,27
126,should television advertising  aged  be forbidden in  the following text ,7
127," name reasons for and against this statement and show my own opinion

in the television there are several different ways of advertising for a product or an campaign for example songs that you will remember even four weeks later or situations out of daily life besides you can watch advertisements in tv that show people who do embarassing things ",18
128, that the spectators laugh about them thats why there is the problem of advertisements  little children in the age  as they are able to sing the song that they listened to in television or want exactly these cookies that their star is eating in the advertisement too that these little persons are influenced by such advertisement is a sad ,6
129, one can pretend them from that by forbid them to watch tv apart from television there are ,29
130, much interesting things to do and let them know how things are working ,10
131, showing them how to bake a cake drawing pictures or doing other creative work but there are ,0
132, reasons that are for the idea of allowing advertisements toward little children in tv the earlier they are confronted to advertisements the better they can resist them ,35
133, they are older that would cause not buying the things that one has seen in tv but ,29
134," that being independent from the advertisements 

all in all ",45
135, with the statement that television advertising  should not be allowed because ,7
136, that there is nothing to worry about if  little children come in contact with television advertisements so nobody cares ,44
137, it is clear that you are going to watch them ones and it could be a way to make people resistant to advertisements ,2
138," with the statement that television advertising  should not be allowed

usually ",7
139, that it does not matter to me what kind of advertisement they are showing during different shows or films but this statement made me think about it and ,18
140," now this is waht i came up with
advertisement is something that we all hate i guess i can say that but sometimes ",18
141," the ones for little kids are just funny and entertaining to watch furthermore it is brilliant to see how happy kids can get just by watching the little clip of maybe just 10 seconds also isnt it just really nice to see all the new things they are inventing for them and sometimes you even feel like you want to be a little kid again just to be able to try all these brandnew amazing things

but there is ",23
142," of the problem
first of all ",33
143, that children in that age should not be watching as much television at all i feel like if they are watching all these advertisements between their movie they are going to want these things really bad most of the times we all know that situation dont we there is a new advertisement on the tv showing something really nice you are going to get the feeling of really wanting to be owner of this so it can start to be really annoying ,44
144, for parents if kids will never stop talking about wanting what they just saw on the tv the parents or somebody else eventually has to buy it and ,44
145," it gets boring or they are going to start wanting something new so people just keep spending money and more money on things their kids see in an advertisement
moreover industries invent toys or other things that are dangerous for kids if they are going to see that on the tv they are going to really want to play with something like that
in addition to that i can say that advertisements are rarely showing the truth sometimes the toy or whatever isnt as fancy as it seems or people in the advertisement do not show the right behavior that the parents taught them ",6
146," kids are going to question everything and we all know how annoying this could end
also did you realize that we barely even have conversations in this time anymore we barely talk to each other and that is ",14
147, because of people spending too much time with social media and other electronical devices ,22
148, the little kids from today should go outside and ask their friend about their new toy better than watching tv and seeing all the new things there i ,25
149, remember me having fun to go outside and not having to worry about an television advertisement but i sure have to say that i remember me really wanting something from an advertisement ,6
150,"

as you can see this is a topic people could probably discuss about all day but ",33
151, i have to say that i do ,40
152, television advertisement toward young children should not be allowed because there is ,7
153, many more exciting things in this world they should see and they shouldnt get jealous of other kids because they have something new from the advertisement that they do not have and ,44
154, have a much easier life,34
155," for and against the statement telivision advertising directet toward young children should not be allowed 

may one can say that advertising  should be allowed because it is allowed to be  everyone in every age of course it is a weak ",7
156, but at least it is one also one has to add that young children aged  normally do not watch tv that often therefore it does not really matter if there is that kind of advertising or not but in case that the children watch tv nearly all day it could be helpful for later maybe the children are not interested in this advertising in a way and do not listen to it or watch it so there is the chance that they wont be interested in advertisding later ,24
157," they wont be easily influenced

but that is only guessed one ",13
158, that is against television advertising  young people is that it is not good to get influenced in this young age and if one thinks about it in a rational way it becomes clear that children are interested in advertising especially if the advertising presents new things to play with also they do not really have the chance to have or to build an own opinion because they are too young as a ,16
159, with the advertising or at least to believe it is true for example if it is about a new snack that is ,19
160," good for children because it suppports them in becoming large and stong but actually its main ingredient is sugarl so they believe in wrong things and regard lies as true this could be a problem for their later life because they wont be able to see the difference between lies and  the truth 

all in all television advertising  should not be allowed ",16
161, that is because the danger of getting influenced is too big and this could be a problem for the whole life of the children,49
162,"in the following i tell you my oppinion of the question if television advertising  between  years shuold not be allowed

in my mind it is not a question of the age of the children because i think that television is not good for anybody but ",7
163, everybody has to chose for his self because it is his or her life and not the life of the anyone else so ,33
164," that the parents have to chose if there children are allowed to have a television
the children hast  to learn about the politics and know what is beeing in the world but kids under five years would not be interested of the politics and the other things to learn in the television ",39
165," the films and series for kids have to be kontrolled by the parents so they can not whatch films and series which are not allowed for them 
the kids have to whatch films and series to learn ",23
166," from them  who made for the children but they dont have to have a television for him or herself
it is a part of the the youth of many kids they not have to have a television to have a good youth because if the parents spend time for their children they can ",4
167," have fun without an own tv so if the parents dont want to allow a tv for the childs they have to soend time for them
but if the parents can say stop if the child whatched to much tv or watch movies and serier which are not allowed to whatch for a child in  his age ",4
168," the child should be allowed to have or watch tv 

to sum up ",4
169, this toward because not every parents have time to spend time for his or her children and the tv is a good alternative to entertain the children so every parents had to chose for his own child and ,4
170,"chlidren form the age of  have not been able to develop their own charcter jet that makes them an easy target for advertisement because they are easy to influence the question now is should advertisement directed to children of the named age not be allowed  


children of the age  are the future of the human society ",20
171, they are the ones that will determ the things that will be bought in the future and the standards that will define our future society advertisement for children does not have to be a bad thing it can be used to influence them ,44
172," that their behaviour will have a positive effekt on society and nature
the promblem with advertisement which is directet to children is that it does not aim for a better futer the people that make the advertisment aim for money they mainly see their own profit and not the negative influence they have on children by trying to sell their products they can set unrealistic standars of beauty or material things that children may want to own one day the ",6
173," of this can be depression because nobody is happy with their body or with the stuff they own and they will simply be unhappy
children should have the chance to develop their own character as isolatet from advertisement as possible ",44
174," that they can find out for themselves what they want to look like and what they want to own and in which way they can find pleasure and happines

bacause of these given ",13
175, i come to the conclusion that advertisment directet to children should not be allowed because it takes away their chance to develop their own individual charcter ,20
176," on the statement television advertising  aged  should not be allowed
first i will write the ",7
177, against the statement children should decide themselves what they want and advertising helps them to gain information about the things they could possibly need in this age they are  already able to show us what they want the children probably dont even understand the television advertisment but the parents like the advertisment more ,44
178, it is a well made advertisment young children should not watch too much television anyways ,24
179," the parents have to control what their children watch
second i will write ",11
180, for the statement the advertisment has an influence on the children and in this age they dont know ,19
181," they are under an influence additionaly only the parents know what they can afford and the children dont think about the price of something they just want it or not the children might even get unhappy because their parents can not afford what they want and the children dont understand why their parents dont buy them what they want because they dont understand the use of money 
",9
182, that television advertising that is s young children should not be allowed but young children should not watch much television and the parents should control what their children watch,7
183," write a text about the statement television advertising  aged  should not be allowed 

first we live in the 20 century an it is impossible to use nothing technoligy young children get up with new smartphones or other things the children in the age  get up too with the new technoligy 

second ",7
184, young children havent a own opinion and look at the persons at the television the persons give us a wrong ,39
185," of view 
on the on ",40
186, parents have more time for oneself or other things and the young children watching tv and have fun on the other ,36
187," the young children need fresh air and the conversation with parents or friends wehn the children watching tv all day they are allone and havent activity

the televison has positiv ",4
188, because young children learn at the television colours or other things but a negativ ,4
189, is that she learn things that she dont need ,13
190," that it is important for young children watching television but it is important what they watch and how long because they need conversation with other persons and activitys  
 ",39
191,there are different oppinions to the statement television advertising  aged two or fiveshould not be allowed in this essay ,7
192," pro and contra this topic
 as children have tv channels that are directly presenting shows for their age it is logical that they have to get money tv channels like nickelodeon or kika are very common and the children like them very much ",24
193, it would be sad for them to turn them off because the channels are not allowed to show advertising so it is important to show advertising  ,3
194, the channels can stay alive another ,29
195, is the industry that produces toys and other things for young children they really need to present their advertisements to children and ,20
196, they would not sell nearly as much as they do now children see the toys on the tv and ask their parents if they can have it when only parents would get advertisements for toys most of them would not really care about it and they probably would not buy the toy the kid would have chose  ,25
197, the more expensive ones so the toyindustry needs the advertising toward young children to sell their products and get money another ,17
198, for the advertising is that children always want to be treated as grownups ,20
199, they like to watch advertising on television because it is a thing that is ,45
200, on channels for older people and ,29
201, they maybe feel more accepted as a child in the world of adults but there are ,49
202, against showing young children advertisings on tv the most important one is that the kids can be manipulated into buying things they see if a advertisement is really good and adresses the child with  ,35
203,  bright coulours and a catching name the child is most likely going to want the toy or other thing it sees they will ,25
204, ask their parent to buy it but a lot of parents cannot spend as much money at toys ,25
205, they want to some parents will maybe buy the toys and ,25
206, do not have enough money left for other things if they would not buy the toy the child would be very sad or angry about his parents and probably ,9
207, be bullied by other kids because they do not have the newest ball or other kind of things besides that these toys can be really expensive they ,25
208, tend to be useless especially kids at a very yound age really want to have a toy ,25
209, play with it for a ,43
210, lay in a cupboard and be forgotten after a ,1
211, the child will fill its room with things it does not play with anymore and does not need it that might be not as bad at the ,15
212, the child grows older it is going to want a more adult room and ,36
213, has to throw a lot of toys away or has to donate or sell it if possible in my opinion it is a very controverse thopic and i cannot say if ,43
214, or for it i would ,40
215, that we should allow companies to show their advertisements  and ,18
216, should let the children watch it but ,23
217, they should keep the amount of advertisements they show between kids tv channels to a minimum and they should ,3
218, just play the advertisement at the end of a show ,18
219, the kid does not get interrupted by it and ,36
220, waiting the show to go on finally ,29
221, the parents should keep an eye on their very young children ,11
222, they do not spend all their time watching tv because tv itself is not very good for them ,29
223,the statement is about television advertising toward young children and is a very complex topic with a lot of pros and cons ,7
224, start off with the pros come to the cons ,33
225," that and give my opion at the end
at ",33
226," at a very young age are very easy to influence that is why parents always should pay attention about what they are watching they could get bad dreams about scary things they watch or develop a fear all of the sudden 
as they can be influenced ",49
227, might want to have every new toy they see on tv and ,25
228," look at these new things on the tv than go out and play with the toys they already own
now ",25
229, talk abbout the pros of this statement when the children see ,42
230, the toys that they want to have on tv it is easier to buy them because their parents do not have to take them to the store if the child would come with them they would probably find other toys and would want to buy them all another reasons is that they would not even unterstand everything ,25
231," it is not important if they watch it or do not

in my opion ",23
232, children are protected from adversiting because they are ,49
233, easy to influence and probably believe the things that are said ,13
234, that the channels should not be too influenced by that and that the always have to keep an eye on their children to prevent them from seeing something bad,11
235, about making money in any possible way and ,45
236, the advertising towards the costumer plays a big role ,45
237," but should there be an age limit that forbids it that younger children stand under the influence of the companies

a well known strategy to make profit is adressing the costumer directly and in buisness all tricks are allowed ",27
238, why not make the product attracting to little children who are an easy target ,20
239, they donâ´t think about the ,13
240, if they really need it obviously itâ´s just an easy to make the commercial colorful and interesting ,2
241, that the young kids get the feeling they despretly need that certain toy of course itâ´s the parents that pay but the children are being annoying and loud for ,9
242," get what they want
so some people might say those children are too young and shouldnâ´t stand under that influence because they canâ´t decide wether that toy is actually that much fun and laugh as it is presented on tv but that ",25
243, the children might want something for the outdoor fun like a new special ball and ,9
244," they want to play outside and stop sitting in front of the tv and that canâ´t be bad at all

finally ",29
245, the opinion that television advertising towards young children doesnâ´t have to be forbidden because itâ´s not just the influence of tv commercial even ,7
246," they go to the shops with their parents the companies always try to get the young ones to be interested in their products so it wouldnâ´t make a difference at all for the children themselves just for the tv channels to reorganize the programm
",24
247, television advertising  should not be allowed because its unhealthy for them to whatch television too often ,7
248, that could cause that they dont move enough its important that children go outside and move ,14
249," sitting in front of the tv the whole time
moreover they could get used to technic too much ",29
250," they already whatch tv in that young age too often they want to use computers smartphones and tablets etc in their future way too often because they think its just normal and everybody does it because television advertising  was allowed so they stay in their room all the time and dont go outside because they can have contact with their friends by using their smartphones which is very unhealthy
on the other ",4
251, television advertising  should be allowed because its very interesting for them because they can learn something for instance there are many shows on the tv that are ,16
252," for very young children and that try to teach them something by having fun which can be very effective

in my opinion television advertising  should be allowed but the parents shouldnt let their children whatch tv too often because its very important for their health and social life that they ",16
253, that the parents should make a rule that says how long their children are allowed to whatch tv and what they are allowed to whatch ,4
254, half an hour a day and just the programm thats ,21
255, that it cant happen that the parents sit their children in front of the tv ,11
256, that they dont have to care about them its very important that they undertake something with their children ,11
257," they could go to the playgroung
in the end ",28
258, say that young children should be allowed to whatch tv because it can be interesting for them and they can learn something but their parents have to whatch that they dont do it too long  ,4
259," write an essay discussing the prohibition of television advertising toward young children

on the one ",7
260, there seems to be no need for a prohibition of ,38
261, most of the children aged 2 to 5 are allowed to watch television anyway and are ,4
262," confronted with other advertisements that might have an even more negative impact on their development eg alcohol advertising

on top of that there is the chance that these advertisements create an interest the children can dedicate their life to eg playmobil toys of ancient rome may create a passion for this epoque nevertheless this includes the risk of bad habits that may have a negative influence on their ",6
263, we have to consider this kind of television advertising as dangerous as parents cannot realize their ideas of education anymore if they allow their children to watch televion for example they might consider a close contact to nature as necessary but ,16
264," an advertisement their child is completely fixed on the advertised toys and does not want to leave the house anymore

all in all ",44
265, that it is necessary to differentiate advertising addressed  can create ,18
266, a passion for life and a bad habit negatively incluencing ones life eventually it depends on the content of the advertisement and how the parents can include this in thei ,19
267,"young children can be easiliy influenced by everything so if they watch tv an advertisement could easily make them want to have the product shown in the advert so there comes up the question should tv advertising dirceted towards young children be forbidden 
there is the question how far we are gonig to go to protect our children and ",35
268, an advert could heavily influence them they are most likely not going to grow up if they dont get in contact with adverts because if they dont get adressed ,19
269, they are 25 they are going to be ,40
270, they are 6 so how is there any difference if they dont get the experience of watching adverts they will not be able to deal with them ,6
271," they are  older 
furthermore these adverts dont damage the kids at all they are just showing new toys of cereals and ",17
272, they are trash why ahouldnt the companies have the right to show the world what they created there the children have to learn that not everinthing is like it looks in the advert and ,17
273," it makes them cry it will form their character 
finally the adverts might want to make a child force their parents to buy a toy for them and if it cries because they wont ",6
274, it will have to learn its lesson and if the parents want to give their sweetie anything it desires and they have to buy every fing toy it sees in an advert ,43
275," dont blame the advert but blame the parent 
in my opinion there is no real reason to forbid such tv adverts because the experience of such things are very importat for children of that age there are no convincing ",35
276," for this ponit and i am sure that this is never going to happen because it doesnt make any sense at all but  
   ",40
277,concerning the given statement about television advertising toward young children people have differnt opinions some are convinced they should not be allowed ,7
278," others dont mind them in the following the statement will be evaluated

on the one ",33
279," children are constantly confronted with all sorts of advertising as they watch television ads that are  people their age would be better for their intellects than those that are meant for adults only to keep them safe from sexual and violent subjects it would be helpful to show the right ads on channels they watch
on the other ",24
280," chidren aged  should generally not be allowed to watch television regularly if parents are responsible with their childrens time management there is no need for tv companies to show ads  them
it is important to mention that children do have a say in what their parents buy them having seen an interesting ad about a toy ",24
281," can have them begging for it 
but actually those children are not customers ",27
282, they dont have a say in what their parents buy them therefore advertising about toys and other childrens products should ,20
283," they are potential customers  not the children themselves

in conclusion ",27
284, children are an important part of todays economy they should not be confronted with advertsing  them in public media,3
285,advertising follow us through our whole life even young children are used to listen and see advertising but is that right should young children be influenced by television advertising in the following ,16
286," discuss this statement

on the one ",33
287," young children have to learn how to deal with advertising for example that not everything what is said in advertsings is right or usefull if they dont learn that early they may have problems with it later 
on the other ",20
288, advertising could be an bad influence ,19
289, if young children are confronted with ,14
290," much advertising that they didnt even realize that the things in advertising arent real and in cause of that they will believe in things that aren real and build their world on wrong thoughts for example that little girls could think that unicorns and elves are real because they saw that in tv it could be hard for the parents to explain their kids that the unicorns are only animated and that they dont live in the real world such a statement could be shocking for a young child
but it is normal for kids to believe in things that arent real like princesses or fairytales if they grow up they will realize that they lived in castle of fantasies it is a normal experience for kids and nothing to worry about because it worked for generations of children
furthermore the parents could prepare their kids for example it is necesarry to talk about the advertising and the parents should explain their kids that you cant buy everything just because it looks fantastic in the advertisement they could make a trip through the supermarket and show their kids the toys of the television advertising and show them ",44
291," that they arent that fantastic 
besides they are confronted with advertising anyways ",45
